#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
7100,-53833.23559026135,9640.809438636526,289.1938784643863
7200,-54291.43585114484,10048.294703450054,301.41715130247877
7300,-54254.37902107061,9956.16927336948,298.65367894055964
7400,-54478.205298619985,9930.722876552027,297.8903672875888
7500,-54449.627173619985,9939.816649524495,298.16315179728394
7600,-54602.29775967909,10131.101603109855,303.90109714008224
7700,-54409.405366448336,9821.928368221736,294.62687514826973
7800,-54333.77842029731,9775.939992860658,293.2473689232378
7900,-54551.12231058988,10011.905640946701,300.3255941893537
8000,-54500.498666199914,9890.45157221146,296.68235516296414
