#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
8100,-54296.38073841104,10142.139405467547,304.232196400353
8200,-53932.596433449886,9996.553577811457,299.86508071185256
8300,-53958.39332759433,9990.563459360972,299.6853960496691
8400,-53886.12413402734,9939.90397538757,298.16577129777227
8500,-53805.670150862716,10012.705986550078,300.34960203336567
8600,-53861.76952644304,10050.871955031995,301.494460721932
8700,-53968.462812114274,10460.869313628413,313.7930884509975
8800,-53886.322187114274,10195.104185133241,305.8209727526942
8900,-53964.23817119363,10169.724793606438,305.05967104712494
9000,-53780.87929115456,10093.02828691341,302.759017727878
